BFN,BUS_PROF_NAME,FULL_ADDRESS,LICENSES,LIC_STATUS,ISSUE_DATE,END_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,COUNCIL_DIST,POLICE_DIST,CENSUS_TRACT,X_COORD,Y_COORD,GLOBALID
2015-BFN-0004303,CHEESE+PROVISIONS,2432 W 44TH ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-08-23 14:52:11,2017-09-13 00:00:00,468320,2432 W 44th Ave,,Denver,CO,,1,1,401,3135797,1708063,{00000000-0000-0000-0000-000000000000}
2004-BFN-1011281,PARISI AN ITALIAN MARKET AND DELI,4401 TENNYSON ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-09-16 11:00:53,2017-10-21 00:00:00,,,,,,,1,1,102,3128091,1708148,{00000000-0000-0000-0000-000000000000}
2010-BFN-1045988,HYATT HOUSE DENVER  INTERNATIONAL AIRPORT,18741 E 71ST AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-05-25 13:44:24,2017-06-15 00:00:00,249156,18741 E 71st Ave,,Denver,CO,,11,5,8313,3205209,1726442,{00000000-0000-0000-0000-000000000000}
2001-BFN-77660,ZIGGIES SALOON,4923 W 38TH AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-01-06 14:25:12,2017-01-15 00:00:00,246487,4923 W 38th Ave,,Denver,CO,,1,1,301,3126378,1705479,{00000000-0000-0000-0000-000000000000}
2001-BFN-64795,"BCP-LIQUOR II, LLC",5395 W 48TH AVE,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2015-11-12 14:35:59,2016-12-11 00:00:00,59129,5395 W 48th Ave,,Denver,CO,,1,1,10601,3124994,1710815,{00000000-0000-0000-0000-000000000000}
2013-BFN-1066654,JEFFERSON PARK PUB,2445 ELIOT ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-02-26 15:12:31,2017-04-06 00:00:00,163149,2445 N Eliot St,,Denver,CO,,1,1,600,3133822,1699631,{00000000-0000-0000-0000-000000000000}
2014-BFN-1071337,THE KITCHEN NEXT DOOR,1701 WYNKOOP STSUITE 100 ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-06-21 16:54:19,2017-06-25 00:00:00,469680,1701 Wynkoop St Ste 100,,Denver,CO,,9,6,1701,3140386,1699456,{00000000-0000-0000-0000-000000000000}
2008-BFN-1031376,EXTRA INNINGS SPORTS BAR,3333 S TAMARAC DRUNIT R ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-04-29 12:07:14,2017-05-02 00:00:00,270165,3333 S Tamarac Dr Unit R,,Denver,CO,,4,3,6811,3168712,1664509,{00000000-0000-0000-0000-000000000000}
2008-BFN-1032015,THE ROO BAR,3480 PARK AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-07-14 11:19:13,2017-07-10 00:00:00,270148,3480 Park Ave W Unit A,,Denver,CO,,9,1,1500,3142261,1704121,{00000000-0000-0000-0000-000000000000}
2002-BFN-68372,THE DIRTY DUCK BAR,4780 E EVANS AVE,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-05-04 13:26:15,2017-06-11 00:00:00,142447,4780 E Evans Ave,,Denver,CO,,4,3,6901,3159901,1672438,{00000000-0000-0000-0000-000000000000}
2007-BFN-1026216,THAI BASIL HANGOUT GRILL,3301 W 38TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-06-08 10:33:25,2017-07-08 00:00:00,224379,3301 W 38th Ave,,Denver,CO,,1,1,301,3132000,1705587,{00000000-0000-0000-0000-000000000000}
2011-BFN-1054713,VOODOO COMEDY PLAYHOUSE,1260 22ND ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-09-28 09:45:46,2017-09-20 00:00:00,253759,1260 22nd St,,Denver,CO,,9,6,1600,3143399,1700102,{00000000-0000-0000-0000-000000000000}
2008-BFN-1034524,BOULDER BEER TAP HOUSE,8500 PENA BLVD LEVEL 5 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-09-30 11:03:13,2017-11-09 00:00:00,221155,8500 Pena Blvd,,Denver,CO,,11,7,8313,3231903,1736251,{00000000-0000-0000-0000-000000000000}
2002-BFN-56939,CHIHUAHUA,2250 S FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-06-30 15:49:00,2017-06-29 00:00:00,116511,2250 S Federal Blvd,,Denver,CO,,7,4,5400,3133872,1671539,{00000000-0000-0000-0000-000000000000}
2006-BFN-1021927,ADAMS MYSTERY PLAYHOUSE,2406 FEDERAL BLVD,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-11-29 12:35:41,2017-11-27 00:00:00,,,,,,,1,1,600,3133634,1699361,{00000000-0000-0000-0000-000000000000}
2014-BFN-1072200,MERCANTILE DINING & PROVISION,1701 WYNKOOP STSUITE 155 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-07-15 11:29:26,2017-08-13 00:00:00,469690,1701 Wynkoop St Ste 155,,Denver,CO,,9,6,1701,3140691,1699758,{00000000-0000-0000-0000-000000000000}
2014-BFN-0004872,SEXY PIZZA,2460 ELIOT ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-01-27 11:04:13,2017-02-02 00:00:00,238756,2460 N Eliot St,,Denver,CO,,1,1,600,3133985,1699692,{00000000-0000-0000-0000-000000000000}
2002-BFN-15598,CARLS PIZZERIA,3812 W 38TH AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-01-25 12:13:25,2017-02-11 00:00:00,250316,3812 W 38th Ave,,Denver,CO,,1,1,303,3130029,1705447,{00000000-0000-0000-0000-000000000000}
2013-BFN-1067933,7-ELEVEN STORE 34683A,2201 S SHERIDAN BLVD,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-01-05 15:48:11,2017-02-10 00:00:00,59379,2201 S Sheridan Blvd,,Denver,CO,,2,4,4700,3125632,1671205,{00000000-0000-0000-0000-000000000000}
2014-BFN-0004832,BACON SOCIAL HOUSE,2434 W 44TH ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-03-25 14:56:07,2017-03-17 00:00:00,468322,2434 W 44th Ave,,Denver,CO,,1,1,401,3135787,1708000,{00000000-0000-0000-0000-000000000000}
2013-BFN-1070297,PROOF WINE & SPIRITS,3360 LARIMER ST,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2016-05-06 13:19:59,2017-04-29 00:00:00,271543,3360 Larimer St,,Denver,CO,,9,2,1600,3147369,1704252,{00000000-0000-0000-0000-000000000000}
2013-BFN-1065241,COMIDA DENVER,3350 BRIGHTON BLVD 105 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-09-02 10:42:55,2017-08-20 00:00:00,453522,3350 N Brighton Blvd Unit 105,,Denver,CO,,9,2,1600,3146279,1705335,{00000000-0000-0000-0000-000000000000}
2006-BFN-1024374,WAHOO'S FISH TACO,7980 E 49TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-02-02 11:11:20,2017-03-08 00:00:00,251603,7980 E Northfield Blvd,,Denver,CO,,8,5,4105,3169937,1711490,{00000000-0000-0000-0000-000000000000}
2012-BFN-1059910,7-ELEVEN STORE 34705A,2100 S HOLLY ST,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-09-26 14:10:13,2017-10-22 00:00:00,379127,2100 S Holly St,,Denver,CO,,4,3,6901,3162728,1672411,{00000000-0000-0000-0000-000000000000}
2011-BFN-1053573,BONEFISH GRILL #6602,8100 W CRESTLINE AVE UNIT F ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-07-14 15:56:56,2017-08-10 00:00:00,264318,8100 W Crestline Ave Unit F,,Denver,CO,,2,4,12010,3115312,1650210,{00000000-0000-0000-0000-000000000000}
2002-BFN-68618,TOM & JERRY'S LIQUOR STORE,1410 S SHERIDAN BLVDUNIT 3 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-09-13 16:48:10,2017-10-14 00:00:00,182855,1410 S Sheridan Blvd # 3,,Denver,CO,,3,4,4601,3125850,1676857,{00000000-0000-0000-0000-000000000000}
2014-BFN-1074706,DEVILS FOOD,1020 S GAYLORD ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-10-10 14:19:16,2017-11-06 00:00:00,169651,1020 S Gaylord St,,Denver,CO,,6,3,3402,3151492,1679556,{00000000-0000-0000-0000-000000000000}
2002-BFN-78875,CHIPOTLE MEXICAN GRILL #7,7350 E HAMPDEN AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-03-22 11:26:19,2017-04-19 00:00:00,223463,7350 E Hampden Ave,,Denver,CO,,4,3,6809,3167984,1662936,{00000000-0000-0000-0000-000000000000}
2006-BFN-1024335,TACOS Y SALSAS #3,910 S FEDERAL BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-03-22 15:53:34,2017-03-26 00:00:00,190591,910 S Federal Blvd,,Denver,CO,,7,4,1301,3133703,1680278,{00000000-0000-0000-0000-000000000000}
2014-BFN-1074709,IT'S BROTHERS BAR & GRILL,8270 E NORTHFIELD BLVDSUITE 1480 ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-05-23 11:31:25,2017-05-20 00:00:00,270371,8270 E Northfield Blvd Unit 1480,,Denver,CO,,8,5,4105,3170703,1709470,{00000000-0000-0000-0000-000000000000}
2010-BFN-1047890,INDIA TAVERN,5062 S SYRACUSE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-09-29 16:14:41,2017-09-19 00:00:00,231063,5062 S Syracuse St,,Denver,CO,,4,3,6804,3169314,1653318,{00000000-0000-0000-0000-000000000000}
2004-BFN-1010336,GRAPES & GRAINS WINE & LIQUOR,2780 S COLORADO BLVD UNIT 304 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-06-08 16:31:35,2017-07-14 00:00:00,270056,2780 S Colorado Blvd Unit 304,,Denver,CO,,4,3,4003,3158027,1668211,{00000000-0000-0000-0000-000000000000}
2015-BFN-0001223,DRAGONFLY VENTURES INC.,8555 W BELLEVIEW  A03 ,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2015-03-06 00:00:00,2016-03-06 00:00:00,270011,8555 W Belleview Ave Unit A03,,Denver,CO,,2,4,12014,3114526,1653012,{00000000-0000-0000-0000-000000000000}
2007-BFN-1029546,7-ELEVEN STORE 27067B,3990 E 35TH AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2015-12-16 11:23:10,2017-01-08 00:00:00,37441,3990 E 35th Ave,,Denver,CO,,9,2,3602,3157156,1704158,{00000000-0000-0000-0000-000000000000}
2004-BFN-1010995,SOBO LIQUORS,2035 S BROADWAY UNIT B ,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2016-09-20 00:00:00,2017-01-18 00:00:00,264297,2035 S Broadway Unit B,,Denver,CO,,7,3,1403,3144121,1672863,{00000000-0000-0000-0000-000000000000}
2014-BFN-0005291,STEVE'S SNAPPIN' DOGS,8900 PENA  BC-41 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-02-09 09:00:41,2017-03-16 00:00:00,263710,8900 Pena Blvd Bldg BC # 41,,Denver,CO,,11,7,8313,3230753,1738657,{00000000-0000-0000-0000-000000000000}
2010-BFN-1050373,PHO 7,10009 E HAMPDEN AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-05-23 10:40:16,2017-06-20 00:00:00,181900,10009 E Hampden Ave,,Denver,CO,,4,3,6814,3177051,1663598,{00000000-0000-0000-0000-000000000000}
2009-BFN-1042651,WAL-MART STORE #1308,7700 W QUINCY AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-01-04 13:43:39,2016-12-17 00:00:00,172560,7700 W Quincy Ave,,Denver,CO,,2,4,12014,3117421,1656995,{00000000-0000-0000-0000-000000000000}
2001-BFN-4012,STADIUM INN,1703 E EVANS AVE,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-10-21 12:30:13,2017-11-14 00:00:00,250336,1703 E Evans Ave,,Denver,CO,,6,3,3003,3149930,1672537,{00000000-0000-0000-0000-000000000000}
2014-BFN-1072785,BEER GARDEN AT GREEN VALLEY RANCH,4995 ARGONNE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-05-25 16:46:11,2017-07-02 00:00:00,466440,4995 N Argonne St,,Denver,CO,,11,5,8303,3205070,1712398,{00000000-0000-0000-0000-000000000000}
2002-BFN-91319,COLORADO SPORTS BAR,8400 PENA BLVD,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-08-17 08:57:36,2017-08-20 00:00:00,221153,8400 Pena Blvd,,Denver,CO,,11,7,8313,3231977,1735292,{00000000-0000-0000-0000-000000000000}
2011-BFN-1052471,CAMPUS LIQUOR,1100 S LOGAN ST,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2016-08-02 16:00:59,2017-08-22 00:00:00,246561,1100 S Logan St,,Denver,CO,,7,3,3001,3145611,1678913,{00000000-0000-0000-0000-000000000000}
2013-BFN-1070016,LIVE BASIL PIZZA,7305 E 35TH AVEUNIT 170 ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2016-01-19 12:31:28,2017-01-27 00:00:00,371788,7305 E 35th Ave Unit 170,,Denver,CO,,8,5,4105,3168220,1704401,{00000000-0000-0000-0000-000000000000}
2004-BFN-1007715,LA PACHANGA,5195 MORRISON RD,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-03-30 12:18:34,2017-04-28 00:00:00,96949,5195 Morrison Rd,,Denver,CO,,3,4,4501,3125847,1679252,{00000000-0000-0000-0000-000000000000}
2009-BFN-1043485,ERNIES BAR AND PIZZA,2915 W 44TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-27 11:15:58,2017-01-27 00:00:00,233163,2915 W 44th Ave,,Denver,CO,,1,1,202,3133731,1708186,{00000000-0000-0000-0000-000000000000}
2012-BFN-1062885,CRU FOOD &WINE BAR,8900 PENA BLVD TERM B ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2015-11-12 11:58:18,2016-12-18 00:00:00,158181,8900 Pena Blvd,,Denver,CO,,11,7,8313,3231979,1738721,{00000000-0000-0000-0000-000000000000}
2013-BFN-1066679,THE MONKEY BARREL,4401 TEJON ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-08-29 09:35:39,2017-08-19 00:00:00,32653,4401 N Tejon St,,Denver,CO,,1,1,202,3137302,1708197,{00000000-0000-0000-0000-000000000000}
2013-BFN-1066411,ACORN,3350 N BRIGHTON BLVDUNIT 150 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-08-02 13:10:10,2017-07-30 00:00:00,453524,3350 N Brighton Blvd Unit 150,,Denver,CO,,9,2,1600,3146224,1705269,{00000000-0000-0000-0000-000000000000}
2012-BFN-1063822,WHOLE FOODS MARKET,1111 S WASHINGTON ST,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-02-19 12:23:52,2017-03-31 00:00:00,270200,1111 S Washington St,,Denver,CO,,7,3,2902,3146399,1678747,{00000000-0000-0000-0000-000000000000}
2014-BFN-1073474,YAFFA'S SAVORY,2200 S MONACO STREET PKWYBLDG B ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2016-09-07 14:07:05,2017-10-05 00:00:00,455821,2200 S Monaco Street Pkwy Bldg B,,Denver,CO,,4,3,6901,3165846,1671712,{00000000-0000-0000-0000-000000000000}
2012-BFN-1063317,CHAMBERS PLACE LIQUOR,4856 CHAMBERS RD,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-03-25 12:17:03,2017-04-26 00:00:00,250805,4856 N Chambers Rd,,Denver,CO,,11,5,8303,3194554,1711769,{00000000-0000-0000-0000-000000000000}
2008-BFN-1036300,7 ELEVEN STORE 18449A,2790 S WADSWORTH BLVD,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-09-14 10:44:19,2017-10-14 00:00:00,182441,2790 S Wadsworth Blvd,,Denver,CO,,2,4,11903,3118037,1667638,{00000000-0000-0000-0000-000000000000}
2003-BFN-1004715,THE BLUE SKY BAR,8700 PENA BLVDSUITE AC25 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-06-08 11:23:03,2017-07-07 00:00:00,221159,8700 Pena Blvd,,Denver,CO,,11,7,8313,3231994,1736921,{00000000-0000-0000-0000-000000000000}
2010-BFN-1045552,PEARL WINE CO,1886 S PEARL ST,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2015-08-25 16:47:32,2017-01-27 00:00:00,186078,1886 S Pearl St,,Denver,CO,,7,3,3001,3146261,1673868,{00000000-0000-0000-0000-000000000000}
2016-BFN-0002196,T&R BURGERS,10101 E HAMPDEN  108 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-07-12 08:10:48,2017-07-10 00:00:00,357941,10101 E Hampden Ave Ste 108,,Denver,CO,,4,3,6814,3177372,1663631,{00000000-0000-0000-0000-000000000000}
2009-BFN-1039727,AJUUA MEXICAN RESTAURANTS,4490 PEORIA ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-07-07 11:34:09,2017-07-15 00:00:00,12086,4490 N Peoria St,,Denver,CO,,8,5,8312,3183707,1708791,{00000000-0000-0000-0000-000000000000}
2002-BFN-96418,QDOBA MEXICAN EATS,4955 S ULSTER ST UNIT 102 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-09-23 11:43:39,2017-10-08 00:00:00,270168,4955 S Ulster St Unit 102,,Denver,CO,,4,3,6804,3170362,1653802,{00000000-0000-0000-0000-000000000000}
2005-BFN-1013309,UNO CHICAGO GRILL,16375 E 40TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-02-19 10:36:04,2017-03-22 00:00:00,,,,,,,11,5,8303,3197714,1707331,{00000000-0000-0000-0000-000000000000}
2005-BFN-1018296,EAGLES' NEST @ GREEN VALLEY RANCH,4900 HIMALAYA RD,LIQUOR - HOTEL AND RESTAURANT WITH OPTIONAL PREMISES AND CABARET,LICENSE ISSUED - ACTIVE,2016-06-08 16:16:12,2017-07-11 00:00:00,172738,4900 N Himalaya Rd,,Denver,CO,,11,5,8303,3209680,1712146,{00000000-0000-0000-0000-000000000000}
2014-BFN-1074779,ARBOR LIQUORS,4550 S KIPLING UNIT 9 ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-02-09 16:26:07,2017-02-05 00:00:00,270121,4550 S Kipling St Unit 9,,Denver,CO,,2,4,12014,3110151,1655944,{00000000-0000-0000-0000-000000000000}
2002-BFN-73272,THE THIN MAN/ST MARK'S COFFEEHOUSE,2015 E 17TH AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2016-07-15 08:38:54,2017-08-21 00:00:00,,,,,,,9,6,3102,3151000,1696099,{00000000-0000-0000-0000-000000000000}
2011-BFN-1055020,"CITY SPIRITS WINE & LIQUORS, LLC",1512 LARIMER ST UNIT 17R ,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2013-07-18 00:00:00,2015-07-20 00:00:00,358887,1512 Larimer St Unit 17R,,Denver,CO,,9,6,1701,3141264,1697908,{00000000-0000-0000-0000-000000000000}
2015-BFN-0002593,SUSHI-RAMA,2615 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-08-31 15:32:30,2017-10-01 00:00:00,471061,2615 Larimer St,,Denver,CO,,9,2,1600,3144782,1701751,{00000000-0000-0000-0000-000000000000}
2013-BFN-1069969,STOUT STREET SOCIAL,1420 STOUT ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-01-12 12:15:16,2017-02-03 00:00:00,55264,1420 Stout St,,Denver,CO,,9,6,1702,3142052,1696365,{00000000-0000-0000-0000-000000000000}
2012-BFN-1058803,QUARTERBACK LIQUOR,4426 W 29TH AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2016-04-20 15:04:22,2017-05-21 00:00:00,186646,4426 W 29th Ave,,Denver,CO,,1,1,501,3128055,1701451,{00000000-0000-0000-0000-000000000000}
2012-BFN-1061091,EMBASSY SUITES DENVER - DOWNTOWN,1420 STOUT ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2014-11-14 09:58:49,2016-12-14 00:00:00,55264,1420 Stout St,,Denver,CO,,9,6,1702,3142052,1696365,{00000000-0000-0000-0000-000000000000}
2003-BFN-1004639,P F CHANG'S CHINA BISTRO,1415 15TH ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-08-24 12:30:00,2017-09-23 00:00:00,53988,1415 15th St,,Denver,CO,,9,6,1701,3140705,1698212,{00000000-0000-0000-0000-000000000000}
2002-BFN-80185,LA COCINITA MEXICAN RESTAURANT,4935 W 29TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-06-30 10:04:06,2017-07-14 00:00:00,,,,,,,1,1,302,3126448,1701571,{00000000-0000-0000-0000-000000000000}
2003-BFN-1005459,JACKSON'S SPORTS ROCK,1520 20TH ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-09-30 11:22:17,2017-11-09 00:00:00,43487,1520 20th St,,Denver,CO,,9,6,1701,3141941,1700089,{00000000-0000-0000-0000-000000000000}
2015-BFN-0002582,THE DELECTABLE EGG,1625 COURT PL,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-08-30 09:06:02,2017-09-30 00:00:00,352054,1625 Court Pl,,Denver,CO,,9,6,1702,3143865,1695967,{00000000-0000-0000-0000-000000000000}
2015-BFN-0007027,"HKB, LLC",3601 W 32ND AVE,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2015-10-20 00:00:00,2016-10-20 00:00:00,48967,3601 W 32nd Ave,,Denver,CO,,1,1,303,3130741,1702907,{00000000-0000-0000-0000-000000000000}
2009-BFN-1039598,VINCENT CONVENIENCE MARKET,1906 E COLFAX AVE,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-06-27 15:53:18,2017-07-26 00:00:00,177075,1906 E Colfax Ave,,Denver,CO,,10,6,3202,3150620,1694818,{00000000-0000-0000-0000-000000000000}
2002-BFN-94538,PETE'S GREEK TOWN CAFE INC,2910 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-07-07 13:26:26,2017-08-01 00:00:00,62106,2910 E Colfax Ave,,Denver,CO,,10,2,3702,3153919,1694812,{00000000-0000-0000-0000-000000000000}
2001-BFN-40479,KING SOOPERS #5,1355 N KRAMERIA ST,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2015-11-23 14:54:44,2016-12-27 00:00:00,166484,1355 N Krameria St,,Denver,CO,,5,2,4304,3163859,1694063,{00000000-0000-0000-0000-000000000000}
2001-BFN-92202,QDOBA MEXICAN EATS 2002,1533 MARKET ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-20 11:49:48,2017-02-28 00:00:00,53991,1533 Market St,,Denver,CO,,9,6,1701,3140883,1698366,{00000000-0000-0000-0000-000000000000}
2013-BFN-1067033,POP'S,2020 LAWRENCE STSUITE A ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2015-11-06 14:11:55,2017-06-23 00:00:00,55038,2020 Lawrence St,,Denver,CO,,9,6,1600,3143061,1699380,{00000000-0000-0000-0000-000000000000}
2002-BFN-78013,BRECKENRIDGE BREWERY DENVER,2220 BLAKE ST,LIQUOR - BREW PUB AND CABARET,LICENSE ISSUED - ACTIVE,2016-06-07 13:30:00,2017-03-08 00:00:00,43432,2220 Blake St,,Denver,CO,,9,6,1600,3143045,1700755,{00000000-0000-0000-0000-000000000000}
2014-BFN-0005087,FIRST DRAFT,1309 26TH ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-22 11:30:04,2017-03-10 00:00:00,471065,1309 26th St,,Denver,CO,,9,2,1600,3144674,1701724,{00000000-0000-0000-0000-000000000000}
2014-BFN-1072164,FORK & SPOON,341 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2014-04-17 00:00:00,2016-12-14 00:00:00,184864,341 E Colfax Ave,,Denver,CO,,10,6,2601,3145484,1694917,{00000000-0000-0000-0000-000000000000}
2008-BFN-1036768,SMASHBURGER #1009,7305 E 35TH AVE UNIT 165 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-01-15 10:00:09,2017-01-05 00:00:00,270044,7305 E 35th Ave Unit 165,,Denver,CO,,8,5,4105,3168223,1704390,{00000000-0000-0000-0000-000000000000}
2012-BFN-1061969,RUTH'S CHRIS STEAK HOUSE,707 15TH ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2015-12-09 09:51:17,2016-12-18 00:00:00,232144,707 15th St,,Denver,CO,,9,6,1702,3142389,1696511,{00000000-0000-0000-0000-000000000000}
2001-BFN-92139,MALMART CONOCO,3400 COLORADO BLVD,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2016-10-11 14:54:46,2017-11-01 00:00:00,261481,3400 N Colorado Blvd,,Denver,CO,,8,2,4101,3157379,1703938,{00000000-0000-0000-0000-000000000000}
2014-BFN-1071386,MEADOWLARK KITCHEN,2705 LARIMER ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2016-07-22 12:10:06,2017-08-12 00:00:00,43180,2705 Larimer St,,Denver,CO,,9,2,1600,3145016,1702069,{00000000-0000-0000-0000-000000000000}
2011-BFN-1055272,NOODLES & COMPANY,2205 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-09-28 15:11:56,2017-11-01 00:00:00,58193,2205 E Colfax Ave,,Denver,CO,,9,6,3102,3151623,1694934,{00000000-0000-0000-0000-000000000000}
2002-BFN-100109,WYMAN'S #5,2037 E 13TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2016-07-19 08:58:02,2017-08-22 00:00:00,,,,,,,10,6,3202,3151134,1693780,{00000000-0000-0000-0000-000000000000}
